Date,C,GS,JPM,MS
5/5/20,43.95,178.30,90.27,37.98
5/6/20,42.95,176.92,88.58,37.30
5/7/20,44.64,182.32,89.50,38.81
5/8/20,46.32,185.39,90.96,40.08
5/11/20,44.07,183.16,88.28,39.83
5/12/20,42.35,177.21,85.40,38.42
5/13/20,40.60,171.80,82.45,36.99
5/14/20,42.06,174.45,85.88,37.81
5/15/20,41.92,171.87,84.29,37.29
5/18/20,45.67,181.88,88.75,40.28
5/19/20,44.43,177.83,87.01,39.33
5/20/20,45.47,181.44,89.62,41.06
5/21/20,45.00,180.10,88.48,40.30
5/22/20,44.10,179.93,87.79,40.13
5/26/20,48.17,196.06,94.02,43.69
5/27/20,52.26,209.66,99.47,46.86
5/28/20,49.16,201.22,97.99,44.40
5/29/20,47.91,196.49,95.48,44.20
6/1/20,49.45,199.93,96.75,44.70
6/2/20,50.84,204.14,97.07,45.58
6/3/20,53.34,210.57,102.31,46.91
6/4/20,55.65,214.82,104.44,48.69
6/5/20,58.86,217.92,109.14,49.53
6/8/20,61.24,220.81,111.32,50.15
6/9/20,59.50,218.10,108.47,50.40
6/10/20,55.86,213.52,104.07,48.69
6/11/20,48.39,194.13,95.39,44.57
6/12/20,52.25,201.78,98.00,46.28
6/15/20,52.98,206.31,99.35,47.40
6/16/20,54.45,209.59,100.15,48.56
6/17/20,53.00,206.19,97.61,47.76
6/18/20,53.04,203.84,97.08,47.58
6/19/20,52.92,201.63,95.98,46.93
6/22/20,52.06,203.42,94.94,47.38
6/23/20,52.95,204.78,96.09,47.89
6/24/20,50.81,198.02,92.88,46.95
6/25/20,52.68,207.10,96.12,48.79
6/26/20,49.58,189.19,90.85,47.05
6/29/20,50.29,193.47,91.26,47.24
6/30/20,51.10,197.62,92.30,48.30
7/1/20,50.35,197.57,91.51,47.61
7/2/20,50.55,197.40,91.81,47.79
7/6/20,51.97,207.36,94.13,48.82
7/7/20,50.32,199.36,91.47,47.49
7/8/20,50.88,202.25,92.44,48.91
7/9/20,49.45,196.83,90.44,47.51
7/10/20,52.65,205.56,95.38,49.80
7/13/20,52.20,208.88,96.75,50.22
7/14/20,50.15,214.01,97.31,50.50
7/15/20,51.84,216.90,98.81,51.35
7/16/20,51.46,214.67,99.09,52.64
7/17/20,50.22,211.41,97.26,52.41
7/20/20,50.14,211.71,96.41,51.86
7/21/20,51.73,212.02,98.50,52.38
7/22/20,51.66,206.00,97.78,51.00
7/23/20,52.08,203.02,98.07,50.56
7/24/20,51.67,201.47,97.38,50.18
7/27/20,51.29,203.02,96.01,51.32
7/28/20,51.27,201.62,96.43,50.26
7/29/20,52.52,202.58,98.76,50.59
7/30/20,50.87,199.53,96.13,48.95
7/31/20,50.01,197.96,95.75,48.88
8/3/20,50.39,199.39,95.22,49.46
8/4/20,50.14,201.64,94.67,49.26
8/5/20,51.04,204.52,96.32,49.77
8/6/20,50.89,204.25,96.35,49.45
8/7/20,52.12,208.27,98.47,50.35
8/10/20,52.86,209.38,99.71,50.58
8/11/20,53.76,211.06,102.87,51.78
8/12/20,53.35,212.13,101.99,52.38
8/13/20,52.89,208.39,101.43,52.18
8/14/20,52.93,207.97,101.47,52.30
8/17/20,51.42,203.07,98.79,51.28
8/18/20,50.34,201.31,97.42,50.92
8/19/20,50.29,203.02,97.64,51.37
8/20/20,49.58,201.85,96.47,50.80
8/21/20,49.30,202.43,96.43,51.10
8/24/20,51.06,207.34,99.14,52.37
8/25/20,51.65,206.00,99.58,52.05
8/26/20,50.85,207.22,98.18,51.71
8/27/20,51.72,210.15,101.41,52.61
8/28/20,52.28,207.71,101.83,52.89
8/31/20,51.12,204.87,99.27,52.26
9/1/20,51.20,205.46,99.22,52.58
9/2/20,51.95,210.04,100.72,53.25
9/3/20,51.50,207.56,100.40,52.75
9/4/20,52.52,210.94,102.57,52.71
9/8/20,51.04,202.48,99.00,50.17
9/9/20,51.40,202.22,99.94,51.06
9/10/20,50.95,200.01,98.91,50.29
9/11/20,51.00,200.92,100.14,50.35
9/14/20,48.15,201.34,101.53,51.15
9/15/20,44.81,198.00,98.37,50.39
9/16/20,46.02,200.68,98.78,51.15
9/17/20,45.53,194.83,97.65,50.25
9/18/20,44.86,194.86,97.45,50.08
9/21/20,43.93,194.00,94.43,48.36
9/22/20,43.29,191.62,93.40,47.63
9/23/20,41.85,186.12,91.89,46.42
9/24/20,42.19,195.11,91.81,46.61
9/25/20,42.02,194.95,92.61,47.04
9/28/20,43.34,199.07,95.28,48.38
9/29/20,42.42,196.79,94.47,47.24
9/30/20,43.11,200.97,95.38,48.35
10/1/20,43.44,198.55,96.08,47.26
10/2/20,43.66,199.90,96.99,47.97
10/5/20,44.91,201.80,99.04,48.60
10/6/20,44.41,201.09,98.02,47.74
10/7/20,44.84,203.60,99.73,48.71
10/8/20,44.72,207.98,101.78,49.00
10/9/20,44.93,207.54,101.20,48.83
10/12/20,45.88,214.12,102.44,50.74
10/13/20,43.68,210.81,100.78,50.44
10/14/20,43.03,211.23,100.22,50.65
10/15/20,43.61,208.60,101.72,51.33
10/16/20,43.19,206.21,101.51,51.85
10/19/20,42.90,205.69,99.80,50.95
10/20/20,43.52,208.03,100.37,51.47
10/21/20,43.01,202.91,99.37,50.38
10/22/20,43.95,205.40,102.88,51.77
10/23/20,43.95,205.04,103.81,51.87
10/26/20,43.26,201.14,101.24,50.32
10/27/20,41.88,195.68,99.33,48.59
10/28/20,41.13,189.77,96.54,47.57
10/29/20,41.66,189.94,97.17,48.12
10/30/20,41.42,189.04,98.04,48.15
11/2/20,42.21,190.20,100.25,49.38
11/3/20,43.53,197.93,103.41,51.18
11/4/20,42.08,197.87,100.25,51.43
11/5/20,43.07,202.96,104.35,52.20
11/6/20,42.71,201.26,102.96,51.70
11/9/20,47.64,214.93,116.90,56.02
11/10/20,47.65,217.47,116.52,55.75
11/11/20,48.93,218.05,114.78,56.34
11/12/20,48.28,214.51,113.37,55.55
11/13/20,48.66,219.08,114.08,56.61
