Date,C,GS,JPM,MS
4/20/15,53.20,198.10,53.88,36.96
4/21/15,52.48,196.84,53.09,36.75
4/22/15,53.10,198.32,53.63,37.20
4/23/15,53.22,199.31,53.51,37.38
4/24/15,52.90,197.99,53.34,37.36
4/27/15,52.80,196.52,53.12,37.05
4/28/15,53.02,197.49,53.47,37.04
4/29/15,53.76,198.56,54.19,37.49
4/30/15,53.32,196.42,53.90,37.31
5/1/15,53.76,197.53,54.20,37.51
5/4/15,54.17,199.30,55.14,37.91
5/5/15,53.35,197.29,54.87,37.45
5/6/15,52.82,196.25,54.46,37.05
5/7/15,53.31,197.39,54.96,37.54
5/8/15,54.02,200.50,55.80,37.89
5/11/15,53.97,201.73,55.77,38.25
5/12/15,53.74,200.53,55.69,37.72
5/13/15,54.20,201.43,55.82,37.78
5/14/15,54.60,202.62,56.28,38.14
5/15/15,54.24,202.97,56.13,37.85
5/18/15,54.67,204.66,56.59,38.33
5/19/15,55.33,205.40,57.09,38.69
5/20/15,54.89,205.08,56.64,38.33
5/21/15,54.84,204.95,56.79,38.04
5/22/15,54.97,207.80,56.63,38.17
5/26/15,54.24,206.38,56.00,37.79
5/27/15,54.87,209.06,56.63,38.62
5/28/15,54.55,208.48,56.40,38.73
5/29/15,54.08,206.19,56.05,38.20
6/1/15,54.45,207.81,56.30,38.58
6/2/15,54.72,206.43,56.25,38.52
6/3/15,55.63,208.29,56.83,39.01
6/4/15,55.33,208.87,56.52,38.70
6/5/15,56.24,210.45,57.44,39.29
6/8/15,55.65,209.79,56.99,39.09
6/9/15,56.00,209.02,57.24,39.13
6/10/15,57.02,213.13,58.16,39.89
6/11/15,57.21,213.94,58.38,39.87
6/12/15,57.11,213.06,58.15,39.61
6/15/15,56.65,211.76,57.93,39.53
6/16/15,57.07,213.56,58.25,39.74
6/17/15,56.54,212.93,58.06,39.58
6/18/15,56.76,214.60,58.60,39.79
6/19/15,56.23,213.19,58.01,39.37
6/22/15,56.95,216.51,58.76,39.85
6/23/15,57.39,218.40,59.43,40.21
6/24/15,56.66,214.43,58.81,39.64
6/25/15,56.19,212.82,58.49,39.22
6/26/15,56.34,213.17,58.75,39.50
6/29/15,54.88,207.65,57.26,38.31
6/30/15,55.24,208.79,57.73,38.79
7/1/15,55.68,209.94,58.38,39.36
7/2/15,55.37,209.20,57.90,39.00
7/6/15,55.08,208.04,57.74,38.85
7/7/15,54.50,208.21,57.29,38.62
7/8/15,52.80,204.06,56.11,37.79
7/9/15,53.71,204.81,56.70,38.10
7/10/15,54.56,207.19,57.50,38.64
7/13/15,55.54,210.12,58.39,39.32
7/14/15,55.91,212.16,59.21,39.71
7/15/15,56.46,212.96,59.34,39.70
7/16/15,58.59,211.18,59.65,39.91
7/17/15,58.75,212.46,59.35,40.20
7/20/15,58.85,212.39,59.40,40.04
7/21/15,59.10,211.50,59.26,40.08
7/22/15,60.34,213.25,60.10,40.54
7/23/15,59.87,211.05,59.72,39.94
7/24/15,58.70,207.35,59.10,39.60
7/27/15,57.96,205.02,58.33,39.25
7/28/15,58.37,206.24,58.36,39.25
7/29/15,58.92,206.84,59.12,39.29
7/30/15,58.88,207.20,59.21,39.30
7/31/15,58.46,205.07,58.77,38.84
8/3/15,58.44,204.69,58.77,38.76
8/4/15,58.47,205.17,58.71,38.92
8/5/15,58.74,205.70,58.94,39.00
8/6/15,58.10,205.09,58.53,38.93
8/7/15,57.91,203.44,58.36,38.58
8/10/15,58.74,205.97,59.08,39.08
8/11/15,57.64,201.70,58.51,37.92
8/12/15,56.91,201.13,57.66,37.57
8/13/15,57.33,200.74,57.93,37.75
8/14/15,57.59,202.02,58.22,38.05
8/17/15,57.77,202.57,58.38,38.14
8/18/15,57.55,201.18,58.50,37.82
8/19/15,57.00,200.95,57.97,37.44
8/20/15,55.33,196.75,56.55,36.17
8/21/15,53.60,187.74,54.54,34.21
8/24/15,50.34,179.46,51.67,32.26
8/25/15,49.88,178.22,51.38,31.76
8/26/15,52.28,184.40,53.95,33.30
8/27/15,53.44,189.21,55.30,34.30
8/28/15,53.28,187.75,55.00,34.05
8/31/15,53.48,188.60,54.97,34.45
9/1/15,50.94,182.12,52.70,33.12
9/2/15,51.75,184.51,53.66,33.79
9/3/15,51.79,185.06,53.75,33.80
9/4/15,50.59,180.38,52.74,33.19
9/8/15,51.65,185.88,54.17,34.27
9/9/15,50.88,185.68,53.33,33.75
9/10/15,51.07,185.91,53.74,33.87
9/11/15,51.10,185.27,53.65,33.99
9/14/15,50.98,183.94,53.50,33.81
9/15/15,52.00,187.45,54.53,34.58
9/16/15,52.59,188.64,55.01,34.62
9/17/15,51.65,186.45,53.73,34.05
9/18/15,50.29,180.94,52.26,33.03
9/21/15,50.71,183.35,52.70,33.34
9/22/15,50.38,179.72,52.24,32.44
9/23/15,50.12,179.41,52.00,32.32
9/24/15,49.13,176.91,51.64,31.97
9/25/15,50.55,179.83,52.72,32.19
9/28/15,49.03,173.02,51.44,31.09
9/29/15,49.00,171.86,51.32,31.01
9/30/15,49.61,173.76,52.29,31.50
10/1/15,49.89,176.02,52.67,31.50
10/2/15,49.88,177.01,52.53,31.43
10/5/15,51.16,180.70,53.57,32.29
10/6/15,51.06,180.32,53.60,32.36
10/7/15,51.32,182.23,53.67,32.93
10/8/15,51.65,181.07,53.67,32.99
10/9/15,51.38,179.19,53.49,32.72
10/12/15,51.28,180.23,53.31,32.80
10/13/15,51.21,180.97,53.17,32.61
10/14/15,50.72,179.51,51.82,32.54
10/15/15,52.97,184.96,53.46,33.61
10/16/15,52.69,185.18,53.93,33.95
10/19/15,52.86,185.74,53.74,32.32
10/20/15,52.84,185.51,54.00,32.25
10/21/15,51.81,179.70,53.61,31.48
10/22/15,52.51,183.56,54.58,32.35
10/23/15,53.64,185.50,55.17,32.62
10/26/15,53.11,187.01,55.20,32.55
10/27/15,52.61,186.31,54.97,32.23
10/28/15,54.73,191.32,56.58,33.44
10/29/15,53.66,189.89,56.33,33.54
10/30/15,53.17,187.50,55.50,32.97
11/2/15,53.83,189.68,56.61,33.48
11/3/15,54.16,190.69,56.82,33.29
11/4/15,53.83,191.65,56.88,33.40
11/5/15,54.15,192.02,57.39,33.88
11/6/15,55.87,199.17,59.13,35.41
11/9/15,55.71,196.76,58.21,35.11
11/10/15,55.80,197.81,58.46,35.24
11/11/15,54.90,197.39,58.18,35.02
11/12/15,53.46,192.77,57.01,34.23
11/13/15,53.17,190.39,56.63,33.93
11/16/15,53.69,192.16,57.45,34.05
11/17/15,53.49,190.57,57.12,33.59
11/18/15,54.98,193.66,58.26,34.25
11/19/15,55.06,193.03,58.44,34.17
11/20/15,54.75,191.47,58.34,33.91
11/23/15,54.28,189.19,57.77,33.64
11/24/15,54.18,188.67,57.68,33.59
11/25/15,54.08,189.15,57.75,33.61
11/27/15,54.21,190.47,58.02,33.78
11/30/15,54.09,190.02,57.60,34.30
12/1/15,54.88,193.07,58.40,35.27
12/2/15,54.14,190.26,57.58,34.89
12/3/15,53.51,185.20,56.84,34.45
12/4/15,55.09,189.99,58.64,35.32
12/7/15,54.40,185.49,57.87,34.68
12/8/15,53.39,182.92,56.98,34.06
12/9/15,52.81,180.71,56.54,33.37
12/10/15,52.65,182.11,56.67,33.42
12/11/15,51.11,176.56,55.34,32.08
12/14/15,51.10,176.40,55.52,31.88
12/15/15,52.52,182.01,57.10,32.84
12/16/15,53.90,186.21,58.33,33.61
12/17/15,52.84,182.61,57.25,32.38
12/18/15,51.21,175.49,55.63,31.29
12/21/15,51.79,177.75,56.61,31.68
12/22/15,52.01,180.05,56.73,32.22
12/23/15,52.63,182.95,57.64,32.60
12/24/15,52.71,182.47,57.53,32.48
12/28/15,52.38,181.62,57.34,32.17
12/29/15,52.98,183.53,57.93,32.55
12/30/15,52.30,182.01,57.52,32.23
12/31/15,51.75,180.23,57.04,31.81
1/4/16,51.13,177.14,55.32,31.48
1/5/16,50.86,174.09,55.42,31.28
1/6/16,50.12,169.84,54.62,30.50
1/7/16,47.56,164.62,52.41,28.98
1/8/16,46.13,163.94,51.24,28.38
1/11/16,46.85,165.73,51.16,28.46
1/12/16,46.88,165.71,51.27,28.46
1/13/16,45.19,158.99,49.86,26.89
1/14/16,45.38,161.39,50.61,27.15
1/15/16,42.47,155.61,49.60,25.97
1/19/16,41.94,156.82,49.57,26.26
1/20/16,40.49,153.75,48.27,25.24
1/21/16,40.15,151.65,48.04,24.78
1/22/16,41.06,156.86,49.52,25.61
1/25/16,39.55,151.12,48.40,24.98
1/26/16,40.50,154.45,49.64,25.49
1/27/16,40.56,153.72,49.60,25.37
1/28/16,40.39,157.06,49.81,25.17
1/29/16,42.58,161.56,51.74,25.88
2/1/16,42.48,159.65,51.18,25.71
2/2/16,40.42,151.70,49.59,24.50
2/3/16,40.36,152.68,49.92,24.32
2/4/16,40.79,156.49,50.78,25.01
2/5/16,39.86,156.47,50.22,24.35
2/8/16,37.81,149.25,49.17,22.67
2/9/16,37.51,148.25,48.87,22.93
2/10/16,37.41,147.23,48.28,22.70
2/11/16,34.98,140.69,46.15,21.69
2/12/16,37.54,146.13,49.99,23.09
2/16/16,38.89,149.02,50.74,23.72
2/17/16,39.78,150.94,51.11,24.23
2/18/16,38.92,147.73,50.27,23.96
2/19/16,38.99,146.91,50.28,24.00
2/22/16,39.52,148.79,50.93,24.54
2/23/16,38.22,144.91,48.80,23.71
2/24/16,38.09,145.56,48.82,23.71
2/25/16,38.62,148.25,49.57,24.63
2/26/16,39.50,150.25,50.04,25.16
2/29/16,38.85,149.53,48.96,24.70
3/1/16,41.27,154.65,51.48,26.09
3/2/16,42.22,154.20,51.97,26.11
3/3/16,42.83,155.33,52.14,26.14
3/4/16,42.83,156.84,52.22,26.13
3/7/16,42.61,155.35,52.12,26.09
3/8/16,41.05,151.60,51.11,25.01
3/9/16,41.15,149.91,51.41,24.61
3/10/16,41.37,151.02,50.97,24.65
3/11/16,42.99,153.94,51.60,26.00
3/14/16,42.67,153.49,51.41,25.91
3/15/16,42.59,152.03,51.48,25.43
3/16/16,42.23,150.54,51.24,25.16
3/17/16,42.85,152.91,51.09,25.85
3/18/16,43.54,157.60,52.59,26.28
3/21/16,43.60,156.29,52.57,25.94
3/22/16,43.38,154.20,52.38,25.84
3/23/16,42.37,154.08,52.12,25.27
3/24/16,41.94,153.00,51.72,24.93
3/28/16,41.92,153.84,51.65,24.72
3/29/16,41.72,155.03,51.33,24.78
3/30/16,41.88,156.50,51.92,25.07
3/31/16,41.75,156.98,51.50,25.01
4/1/16,42.47,159.82,52.06,25.53
4/4/16,42.06,157.77,51.86,25.04
4/5/16,41.51,155.35,51.12,24.38
4/6/16,41.86,155.19,51.52,24.42
4/7/16,40.27,150.41,50.21,23.72
4/8/16,40.47,150.28,50.58,23.75
4/11/16,41.12,152.20,50.98,24.11
4/12/16,41.90,154.31,51.93,24.58
4/13/16,44.25,159.85,54.13,25.88
4/14/16,44.98,160.91,54.83,26.17
4/15/16,44.92,158.52,54.20,25.76
4/18/16,45.11,159.02,54.55,25.73
4/19/16,45.63,162.65,55.47,26.46
4/20/16,46.74,166.98,56.28,27.41
4/21/16,46.60,165.32,55.71,27.26
4/22/16,46.97,166.75,56.04,27.70
4/25/16,46.69,165.09,55.71,27.53
4/26/16,47.10,165.84,56.00,27.55
4/27/16,47.33,166.92,56.16,27.53
4/28/16,46.73,164.29,55.71,27.23
4/29/16,46.28,164.11,55.36,27.06
5/2/16,46.68,166.18,55.88,27.26
5/3/16,45.57,163.14,54.80,26.89
5/4/16,44.66,160.07,53.94,26.28
5/5/16,44.23,159.53,53.65,26.17
5/6/16,44.41,158.85,53.96,26.25
5/9/16,43.89,157.51,53.62,26.10
5/10/16,44.84,161.42,54.35,26.63
5/11/16,44.47,159.42,54.15,26.36
5/12/16,44.00,158.07,54.11,26.23
5/13/16,43.11,155.34,53.61,25.89
5/16/16,43.15,155.38,54.02,26.21
5/17/16,43.70,154.65,54.02,26.16
5/18/16,45.87,159.94,56.10,27.24
5/19/16,45.06,154.70,55.53,26.61
5/20/16,44.90,154.51,55.64,26.77
5/23/16,45.11,155.45,55.59,26.83
5/24/16,45.86,157.59,56.54,27.41
5/25/16,46.94,161.25,57.40,27.78
5/26/16,46.11,159.22,56.97,27.42
5/27/16,46.58,159.53,57.32,27.53
5/31/16,46.57,159.48,57.18,27.37
6/1/16,46.94,159.97,57.55,27.49
6/2/16,46.97,159.28,57.65,27.28
6/3/16,45.39,155.67,56.63,26.54
6/6/16,45.74,157.06,57.19,26.85
6/7/16,45.54,155.17,56.99,26.52
6/8/16,45.56,154.64,57.16,26.54
6/9/16,45.01,153.17,56.72,26.08
6/10/16,43.90,149.89,55.92,25.54
6/13/16,43.16,148.63,55.43,25.26
6/14/16,41.96,146.19,54.38,24.60
6/15/16,42.01,146.16,54.29,24.72
6/16/16,42.12,146.63,54.51,25.07
6/17/16,42.48,145.64,54.56,25.31
6/20/16,42.80,147.75,54.64,25.90
6/21/16,42.92,148.35,55.15,26.20
6/22/16,42.68,148.14,54.94,26.39
6/23/16,44.46,152.66,56.11,27.29
6/24/16,40.30,141.86,52.21,24.52
6/27/16,38.48,139.51,50.47,23.61
6/28/16,40.44,142.41,52.14,24.61
6/29/16,42.12,145.50,53.61,25.23
6/30/16,42.39,148.58,54.44,25.98
7/1/16,42.17,148.25,54.08,25.92
7/5/16,40.78,144.45,52.57,25.00
7/6/16,41.06,145.58,53.14,25.15
7/7/16,41.29,147.00,53.48,25.69
7/8/16,41.98,150.38,54.59,26.37
7/11/16,42.29,152.19,54.97,26.46
7/12/16,43.44,156.92,55.80,27.37
7/13/16,43.33,157.92,55.76,27.16
7/14/16,44.45,162.54,56.61,28.00
7/15/16,44.33,161.64,56.66,28.01
7/18/16,44.57,163.33,56.47,28.21
7/19/16,44.35,161.41,56.38,28.19
7/20/16,44.47,161.77,56.44,28.78
7/21/16,44.13,160.05,56.23,28.87
7/22/16,44.30,160.41,56.54,28.92
7/25/16,44.04,160.51,56.39,29.13
7/26/16,44.15,161.16,56.62,29.23
7/27/16,44.29,160.99,56.79,29.02
7/28/16,44.08,160.53,56.59,28.86
7/29/16,43.81,158.81,56.48,28.73
8/1/16,43.42,158.18,56.32,28.50
8/2/16,42.99,156.06,56.19,28.00
8/3/16,43.89,158.34,57.08,28.42
8/4/16,43.84,158.05,57.00,28.28
8/5/16,45.72,162.09,58.53,29.01
8/8/16,45.96,162.83,58.36,29.12
8/9/16,45.90,163.44,58.15,29.34
8/10/16,45.45,162.19,57.63,29.11
8/11/16,45.73,163.86,57.79,29.38
8/12/16,45.58,163.25,57.67,29.17
8/15/16,46.39,165.55,58.02,29.66
8/16/16,46.62,165.65,58.01,30.25
8/17/16,46.63,165.67,58.17,30.37
8/18/16,46.50,166.06,58.22,30.55
8/19/16,46.53,166.23,58.14,30.55
8/22/16,46.66,166.26,58.09,30.60
8/23/16,46.59,166.08,58.06,30.72
8/24/16,46.66,165.30,58.22,30.91
8/25/16,46.72,165.90,58.33,30.97
8/26/16,47.11,165.97,58.46,31.16
8/29/16,47.26,166.87,59.11,31.41
8/30/16,47.90,169.37,59.59,32.19
8/31/16,47.74,169.46,59.59,32.06
9/1/16,47.36,168.51,59.34,31.91
9/2/16,47.51,169.18,59.58,31.89
9/6/16,47.29,169.33,59.54,31.75
9/7/16,47.48,169.67,59.29,31.69
9/8/16,47.79,171.66,59.37,32.04
9/9/16,47.17,168.57,58.84,31.59
9/12/16,47.79,171.06,59.20,32.24
9/13/16,46.92,167.00,58.74,31.46
9/14/16,46.75,166.16,58.62,31.56
9/15/16,47.08,168.08,58.83,31.95
9/16/16,46.41,166.00,58.11,31.59
9/19/16,46.59,166.21,58.43,31.60
9/20/16,46.54,166.47,58.67,31.70
9/21/16,46.90,167.03,59.01,31.92
9/22/16,47.11,168.02,59.49,32.24
9/23/16,47.15,165.13,59.37,31.91
9/26/16,45.89,161.48,58.07,31.03
9/27/16,46.37,162.89,58.59,31.35
9/28/16,46.87,163.45,58.89,31.77
9/29/16,45.80,158.95,57.96,31.04
9/30/16,47.23,161.27,58.79,32.06
10/3/16,47.03,161.07,58.72,31.95
10/4/16,47.75,162.27,59.22,32.04
10/5/16,48.65,166.40,60.19,32.56
10/6/16,49.07,167.15,60.35,32.39
10/7/16,49.28,169.83,60.57,32.31
10/10/16,49.55,171.04,61.04,32.56
10/11/16,48.99,169.04,60.74,32.18
10/12/16,48.70,169.30,60.58,31.91
10/13/16,48.47,167.42,60.24,31.73
10/14/16,48.61,170.52,60.04,32.07
10/17/16,48.60,169.00,59.73,31.79
10/18/16,48.99,172.63,60.20,32.32
10/19/16,49.48,174.51,60.78,32.93
10/20/16,49.58,174.51,60.70,32.90
10/21/16,49.57,174.67,60.91,33.44
10/24/16,49.58,175.12,61.24,33.38
10/25/16,49.59,175.55,61.18,33.35
10/26/16,50.01,177.07,61.47,33.59
10/27/16,49.93,177.75,61.56,33.82
10/28/16,49.56,177.14,61.46,33.52
10/31/16,49.15,178.24,61.59,33.57
11/1/16,48.94,178.06,61.33,33.36
11/2/16,48.54,176.58,61.07,32.92
11/3/16,48.19,176.21,60.81,32.81
11/4/16,48.17,175.92,60.26,32.78
11/7/16,49.82,181.48,62.14,34.00
11/8/16,49.91,181.92,62.27,34.10
11/9/16,51.59,192.63,65.14,36.52
11/10/16,53.61,200.87,68.16,38.02
11/11/16,52.83,203.94,68.20,38.49
11/14/16,54.68,209.18,70.70,39.35
11/15/16,55.45,211.19,70.57,40.00
11/16/16,54.63,206.26,68.83,39.19
11/17/16,55.45,209.63,69.38,39.97
11/18/16,55.46,210.35,69.10,40.43
11/21/16,55.54,211.08,69.41,40.56
11/22/16,56.10,211.11,69.83,40.54
11/23/16,56.69,212.31,70.13,41.04
11/25/16,56.78,211.38,70.10,41.10
11/28/16,55.47,210.35,69.65,40.44
11/29/16,55.52,211.75,70.18,40.60
11/30/16,56.39,219.29,71.29,41.36
12/1/16,57.27,226.63,72.73,42.16
12/2/16,56.02,223.36,72.56,41.83
12/5/16,57.28,228.55,74.04,42.09
12/6/16,57.92,231.38,74.42,42.51
12/7/16,59.06,235.56,74.76,42.64
12/8/16,60.15,241.45,75.69,43.58
12/9/16,60.04,241.85,76.02,43.73
12/12/16,59.55,237.17,75.35,42.98
12/13/16,59.79,238.55,75.37,42.56
12/14/16,59.45,239.93,75.35,42.86
12/15/16,60.23,243.00,76.48,43.01
12/16/16,59.75,238.90,75.53,42.71
12/19/16,59.66,239.07,75.97,42.83
12/20/16,60.80,243.09,76.95,43.50
12/21/16,60.75,241.44,77.14,43.37
12/22/16,60.49,240.12,77.27,42.79
12/23/16,60.99,240.97,77.41,43.06
12/27/16,61.09,241.56,77.48,43.12
12/28/16,60.04,240.65,76.92,42.62
12/29/16,59.38,238.18,76.38,42.15
12/30/16,59.43,239.45,76.73,42.25
1/3/17,60.59,241.57,77.57,43.05
1/4/17,61.41,243.13,77.71,43.62
1/5/17,60.34,241.32,77.00,43.22
1/6/17,60.55,244.90,77.01,43.85
1/9/17,60.22,242.89,77.06,42.71
1/10/17,60.23,242.57,77.28,43.06
1/11/17,59.96,245.76,77.86,43.67
1/12/17,59.23,243.84,77.11,43.63
1/13/17,59.63,244.30,77.52,43.81
1/17/17,58.38,235.74,74.71,42.15
1/18/17,57.39,234.29,75.06,42.86
1/19/17,56.66,231.41,74.48,42.45
1/20/17,56.11,232.20,74.82,42.59
1/23/17,55.68,232.67,74.85,41.96
1/24/17,56.74,233.68,75.75,42.73
1/25/17,57.69,237.25,76.93,43.86
1/26/17,57.36,239.58,77.57,44.02
1/27/17,57.11,236.95,77.73,43.65
1/30/17,56.61,233.90,76.93,43.12
1/31/17,55.83,229.32,75.67,42.49
2/1/17,56.05,230.67,75.96,42.70
2/2/17,55.98,230.41,75.64,42.13
2/3/17,57.76,240.95,77.95,44.43
2/6/17,57.64,239.98,77.59,44.63
2/7/17,57.19,239.62,77.54,44.87
2/8/17,56.32,237.73,76.86,43.91
2/9/17,57.26,241.55,77.97,44.85
2/10/17,57.63,242.72,77.79,44.70
2/13/17,58.95,246.27,78.82,45.26
2/14/17,59.83,249.46,80.08,46.04
2/15/17,60.50,250.54,81.00,46.49
2/16/17,60.38,249.44,80.95,46.11
2/17/17,60.17,250.38,80.68,46.15
2/21/17,60.55,251.76,81.38,46.56
2/22/17,60.62,251.73,81.42,46.52
2/23/17,60.62,251.19,81.49,46.58
2/24/17,59.56,247.35,80.77,45.53
2/27/17,60.02,249.33,80.86,45.84
2/28/17,59.81,248.06,81.03,45.67
3/1/17,61.54,252.71,83.69,46.81
3/2/17,60.63,251.06,82.39,46.28
3/3/17,61.00,252.89,82.98,46.83
3/6/17,60.28,252.01,82.19,46.57
3/7/17,60.50,250.90,81.74,46.33
3/8/17,61.11,250.24,81.56,46.39
3/9/17,61.55,250.18,81.88,46.68
3/10/17,61.49,248.38,81.62,46.49
3/13/17,61.53,248.16,81.69,46.26
3/14/17,61.44,247.72,81.83,46.19
3/15/17,60.84,246.78,82.02,45.85
3/16/17,61.15,248.22,81.94,46.33
3/17/17,60.37,243.94,81.08,45.02
3/20/17,59.59,242.14,80.50,44.59
3/21/17,58.04,233.00,78.14,42.66
3/22/17,57.77,231.07,78.27,42.21
3/23/17,58.05,231.90,78.14,42.59
3/24/17,58.07,228.41,78.05,42.46
3/27/17,58.33,225.48,78.01,41.58
3/28/17,59.42,229.33,79.22,42.49
3/29/17,59.39,228.45,78.93,42.80
3/30/17,60.51,231.22,79.61,43.43
3/31/17,59.82,229.72,78.54,42.84
4/3/17,59.68,228.96,78.26,42.71
4/4/17,59.68,229.26,78.52,42.51
4/5/17,59.59,227.66,77.96,41.74
4/6/17,59.89,228.64,78.22,42.09
4/7/17,59.43,227.88,77.95,41.95
4/10/17,59.28,228.89,77.68,41.91
4/11/17,59.03,227.74,77.54,41.58
4/12/17,58.51,225.75,77.24,41.07
4/13/17,58.04,223.32,76.34,40.69
4/17/17,58.99,226.26,77.66,41.49
4/18/17,58.42,215.59,77.03,41.21
4/19/17,57.73,214.09,76.39,42.04
4/20/17,58.41,218.06,77.38,42.50
4/21/17,57.72,216.86,76.45,41.80
4/24/17,59.44,223.22,79.14,43.56
4/25/17,60.21,226.63,79.83,44.27
4/26/17,60.10,226.20,79.98,44.37
4/27/17,59.39,225.81,79.24,43.54
4/28/17,59.12,223.80,78.69,43.37
5/1/17,59.46,224.85,78.75,43.74
5/2/17,59.71,225.12,78.24,43.35
5/3/17,60.24,226.31,78.69,43.48
5/4/17,60.21,226.59,78.78,43.28
5/5/17,60.24,226.87,78.69,43.08
5/8/17,60.50,225.03,78.78,43.02
5/9/17,60.23,223.76,78.46,42.83
5/10/17,60.37,224.88,79.08,43.10
5/11/17,60.70,224.76,78.84,42.87
5/12/17,61.07,222.82,78.62,42.73
5/15/17,61.42,225.12,79.00,43.43
5/16/17,62.49,225.60,79.24,43.38
5/17/17,59.98,213.72,76.22,40.97
5/18/17,60.08,215.16,75.94,41.31
5/19/17,61.10,215.39,76.68,41.80
5/22/17,61.06,216.02,76.61,41.66
5/23/17,61.71,219.64,77.57,42.42
5/24/17,62.27,223.83,77.52,42.63
5/25/17,61.95,222.47,77.20,42.63
5/26/17,62.07,223.53,77.21,42.84
5/30/17,61.64,218.42,75.89,42.28
5/31/17,60.54,211.26,74.30,41.74
6/1/17,61.08,215.01,75.13,42.61
6/2/17,61.11,213.31,74.75,42.52
6/5/17,61.25,213.99,74.88,42.89
6/6/17,61.01,214.53,75.04,42.94
6/7/17,61.88,215.78,75.90,43.28
6/8/17,63.21,218.76,76.84,44.10
6/9/17,64.45,222.44,78.65,44.91
6/12/17,64.32,221.91,78.67,44.85
6/13/17,64.69,224.20,78.94,45.15
6/14/17,64.72,226.51,78.77,44.91
6/15/17,64.10,223.23,78.30,44.69
6/16/17,63.89,221.81,77.95,44.48
6/19/17,64.48,226.13,79.66,45.72
6/20/17,63.91,225.10,79.16,45.50
6/21/17,63.83,222.49,78.80,44.91
6/22/17,63.62,219.77,78.71,44.61
6/23/17,63.41,217.19,78.56,43.69
6/26/17,63.78,220.44,78.91,44.00
6/27/17,64.23,220.28,79.64,44.22
6/28/17,65.18,223.22,81.24,44.32
6/29/17,66.98,224.41,82.44,44.75
6/30/17,66.88,221.90,82.67,44.56
7/3/17,68.26,227.28,84.35,45.61
7/5/17,68.45,228.04,85.20,46.16
7/6/17,67.63,226.69,84.93,46.13
7/7/17,67.91,225.28,85.35,46.05
7/10/17,67.65,225.84,84.75,45.99
7/11/17,66.82,226.95,84.43,45.48
7/12/17,66.92,227.39,84.13,44.96
7/13/17,67.02,230.40,84.67,45.52
7/14/17,66.72,228.60,83.90,45.20
7/17/17,66.83,229.26,83.12,45.33
7/18/17,66.89,223.31,82.83,45.14
7/19/17,66.70,222.87,82.94,46.62
7/20/17,66.36,222.30,82.94,46.51
7/21/17,66.00,220.18,82.66,46.59
7/24/17,66.10,218.18,83.02,46.71
7/25/17,68.03,221.58,84.40,47.61
7/26/17,67.98,222.25,83.61,47.21
7/27/17,67.60,221.48,83.26,47.09
7/28/17,67.43,223.61,83.02,46.66
7/31/17,68.45,225.33,83.49,46.90
8/1/17,69.60,227.00,84.61,47.21
8/2/17,69.42,226.27,84.68,47.33
8/3/17,68.13,223.99,84.13,47.26
8/4/17,68.98,229.79,85.18,48.08
8/7/17,69.04,232.92,85.51,48.31
8/8/17,68.88,232.05,85.20,47.93
8/9/17,68.43,231.01,85.06,47.65
8/10/17,67.22,225.50,83.84,46.30
8/11/17,66.80,224.15,83.14,45.65
8/14/17,67.89,227.36,84.12,46.51
8/15/17,67.97,227.59,84.33,46.43
8/16/17,67.71,225.61,83.75,46.01
8/17/17,66.60,221.42,82.44,45.09
8/18/17,66.58,222.15,82.53,45.39
8/21/17,65.95,220.79,82.43,44.68
8/22/17,66.85,223.58,83.27,45.57
8/23/17,67.23,222.74,83.37,45.80
8/24/17,67.69,222.99,83.23,46.00
8/25/17,67.85,222.47,83.57,45.94
8/28/17,67.81,220.35,83.31,45.48
8/29/17,67.48,219.96,82.85,45.35
8/30/17,68.01,222.42,83.04,45.66
8/31/17,68.03,223.74,82.66,45.50
9/1/17,68.58,225.88,83.40,46.19
9/5/17,67.16,217.78,81.41,44.89
9/6/17,67.32,218.83,81.95,45.07
9/7/17,66.06,215.84,80.52,44.07
9/8/17,66.17,217.21,80.42,44.01
9/11/17,67.71,221.06,81.66,45.16
9/12/17,68.79,225.95,82.66,45.75
9/13/17,69.39,226.56,82.90,46.22
9/14/17,69.24,226.85,82.73,46.42
9/15/17,69.04,225.22,83.33,46.60
9/18/17,70.60,227.53,84.51,47.32
9/19/17,71.15,228.91,85.44,47.67
9/20/17,71.46,229.79,86.04,47.89
9/21/17,71.76,231.29,86.43,48.26
9/22/17,71.40,231.03,86.24,48.22
9/25/17,70.84,230.26,85.60,47.74
9/26/17,70.94,229.94,85.22,47.46
9/27/17,72.28,234.76,86.56,48.07
9/28/17,72.65,235.47,86.75,48.15
9/29/17,72.74,237.19,86.86,48.17
10/2/17,73.80,240.65,88.07,48.92
10/3/17,74.13,241.62,88.54,49.28
10/4/17,74.06,240.31,87.64,49.01
10/5/17,75.72,246.06,88.82,49.63
10/6/17,75.64,246.02,88.66,49.76
10/9/17,75.39,242.80,88.19,49.38
10/10/17,75.18,242.60,88.85,49.49
10/11/17,74.94,242.40,88.59,49.18
10/12/17,72.37,239.80,87.81,48.59
10/13/17,72.11,238.53,87.69,48.30
10/16/17,71.77,242.41,89.50,48.94
10/17/17,72.19,236.09,89.30,49.12
10/18/17,73.12,242.03,89.64,50.15
10/19/17,72.88,239.99,89.75,49.79
10/20/17,73.53,244.73,91.03,50.68
10/23/17,73.53,242.13,90.87,50.61
